17527, 1033, 124, 81, 1.02, -0.05, 0.13, -17919, 13568, -4098, 2327
17116, 1237, 130, 109, 1.02, 0.02, -0.05, -18431, 15616, -2562, 2295
17838, 1387, 83, 113, 1.00, -0.04, 0.09, -17407, 16640, -2818, 2261
15819, 1695, 130, 161, 1.01, -0.08, 0.19, -18687, 16128, -2818, 2229
17738, 1588, 179, 100, 1.01, -0.01, 0.04, -16639, 18944, -2306, 2196
18312, 1232, 143, 83, 1.00, -0.04, 0.09, -18431, 19456, -2050, 2163
17807, 1754, 191, 178, 1.00, -0.00, 0.03, -17151, 19456, -770, 2130
18047, 1287, 103, 56, 1.01, -0.05, 0.11, -18943, 20480, -514, 2097
18413, 1386, 147, 99, 1.01, -0.03, 0.08, -18175, 21760, 511, 2065
18930, 1421, 122, 93, 1.02, 0.00, 0.00, -18687, 23040, 1279, 2033
