36541, 876, 128, 74, 1.00, -0.05, 0.13
36528, 892, 94, 56, 1.02, 0.04, -0.10
35705, 1056, 112, 75, 1.00, -0.09, 0.19
35872, 80, 101, -32, 1.01, -0.04, 0.08
35747, 110, 151, -16, 1.01, -0.03, 0.07
35157, 59, 109, -25, 1.00, -0.03, 0.07
35616, -564, 149, -107, 1.01, -0.03, 0.09
37054, -1085, 121, -170, 1.00, -0.04, 0.10
37535, -786, 102, -126, 1.00, -0.05, 0.10
37685, -779, 110, -140, 1.01, -0.04, 0.08
37764, -1259, 154, -168, 1.01, -0.03, 0.07
35788, -827, 136, -122, 1.02, -0.03, 0.05
23144, -936, 107, -149, 1.02, -0.02, 0.05
8226, -1405, 114, -173, 1.01, -0.03, 0.07
6309, -1706, 137, -193, 1.01, -0.02, 0.04
7677, -933, 121, -168, 1.01, -0.06, 0.13
7143, -1101, 142, -106, 1.01, -0.07, 0.14
7631, -1126, 117, -160, 1.01, -0.02, 0.05
6903, -998, 118, -130, 1.00, -0.06, 0.13
8710, -1411, 130, -178, 1.01, -0.01, 0.04
9050, -1723, 141, -222, 1.02, -0.00, -0.01
9025, -1195, 146, -174, 1.00, -0.05, 0.11
9103, -1143, 89, -167, 1.00, -0.05, 0.12
9410, -1071, 106, -152, 1.01, -0.04, 0.09
9122, -1163, 127, -163, 1.00, -0.06, 0.15
8921, -1782, 106, -253, 1.02, 0.00, 0.01
8959, -1117, 115, -184, 1.00, -0.06, 0.13
8999, -926, 131, -129, 1.00, -0.05, 0.11
9288, -1263, 147, -166, 1.00, -0.05, 0.10
9245, -1578, 134, -185, 1.00, -0.05, 0.11
8437, -1677, 144, -223, 1.02, -0.00, 0.00
8464, -1409, 121, -199, 1.01, -0.00, 0.02
8791, -1621, 158, -214, 1.01, -0.02, 0.04
8516, -1171, 110, -181, 1.01, -0.03, 0.06
7722, -1442, 158, -187, 1.00, -0.05, 0.12
8792, -1244, 119, -161, 1.00, -0.04, 0.10
8013, -928, 117, -113, 1.02, -0.02, 0.04
9669, -1080, 108, -178, 1.01, -0.04, 0.09
8941, -1481, 148, -178, 1.02, -0.01, 0.02
