17923,255,4607
17155,1535,3583
17155,1535,3583
16899,255,3071
16899,255,3071
17411,255,3839
16899,1023,4095
16899,1023,4095
17411,-2,3839
17411,-2,3839
17411,767,3583
17411,767,3583
17923,-2,3327
17667,1279,3839
17667,1279,3839
16643,511,3327
16643,511,3327
18179,-258,3071
18179,-258,3071
17411,-258,3839
17923,-258,4351
17923,-258,4351
17923,-1026,3839
17923,-1026,3839
18435,-2,5119
18435,-2,5119
19459,255,4863
18947,2559,5119
18947,2559,5119
17923,767,3839
17923,767,3839
19459,511,4351
19459,511,4351
19459,511,4351
19715,1535,5375
19715,1535,5375
19715,1791,4607
19715,1791,4607
19971,1023,4351
18435,2303,4351
18435,2303,4351
19203,1791,4863
19203,1791,4863
18435,1535,4351
18435,1535,4351
18435,1023,5119
18179,2559,4607
18179,2559,4607
17155,2047,4095
17155,2047,4095
16643,2559,4095
16643,2559,4095
15619,3839,5887
15363,3839,4863
15363,3839,4863
16387,4351,4607
16387,4351,4607
16643,3839,6143
16643,3839,6143
16643,4351,6399
17155,3839,6143
17155,3839,6143
15875,3327,7423
15875,3327,7423
17411,3583,5887
17411,3583,5887
18435,3839,4863
17923,4607,6143
17923,4607,6143
17923,3583,5887
17923,3583,5887
18179,1791,4863
18179,1791,4863
18179,1791,4863
18179,4863,5631
18179,4863,5631
19203,4607,4863
19203,4607,4863
18179,5887,4863
18435,6399,4863
18435,6399,4863
19715,6143,5375
19715,6143,5375
19715,5375,5375
19715,5375,5375
20739,5119,5887
20227,4351,5631
20227,4351,5631
19971,2815,5631
19971,2815,5631
19971,2559,5887
19971,2559,5887
19971,1535,5375
19715,2047,5631
19715,2047,5631
19971,1279,6143
19971,1279,6143
19459,767,5887
19459,767,5887
19459,1279,5375
19459,1279,6399
19459,1279,6399
17923,2303,5119
17923,2303,5119
16643,2815,5375
16643,2815,5375
16643,2815,5375
15875,3327,5631
15875,3327,5631
15875,3071,6655
15875,3071,6655
15363,2047,6399
14851,4351,6911
14851,4351,6911
14851,767,7167
14851,767,7167
14083,255,8447
14083,255,8447
14595,-770,8447
14595,-2,8959
14595,-2,8959
14339,-2,8191
14339,-2,8191
13571,-258,8447
13571,-258,8447
13315,255,8191
13571,511,9215
13571,511,9215
14339,-258,8447
14339,-258,8447
13827,767,7423
13827,767,7423
14595,2047,6911
14595,3327,6655
14595,3327,6655
14595,1023,6911
14595,1023,6911
14083,511,8447
14083,511,8447
14083,511,8447
14595,2047,8191
14595,2047,8191
14339,511,8191
14339,511,8191
15107,511,8703
15107,511,8703
15107,511,8703
14339,511,8447
14339,511,8447
14339,1023,8447
14339,1023,8447
13827,511,8703
14083,3327,8447
14083,3327,8447
13827,1023,8191
13827,1023,8191
14083,1279,8191
14083,1279,8191
13827,511,7679
13827,1791,8703
13827,1791,8703
14083,-2,8959
14083,-2,8959
14083,511,8703
14083,511,8703
14083,255,8447
12803,1023,8703
12803,1023,8703
13571,511,8703
13571,511,8703
14083,255,7935
14083,255,7935
13315,4351,8447
13571,1791,9471
13571,1791,9471
13315,1279,9471
13315,1279,9471
13315,1535,9215
13315,1535,9215
13315,1535,9215
12803,2559,9727
12803,2559,9727
12291,1279,9983
12291,1279,9983
12803,1279,8703
13059,1023,9983
13059,1023,9983
12035,1279,9727
12035,1279,9727
13315,767,9215
13315,767,9215
13059,1791,10495
12547,2559,9471
12547,2559,9471
12035,2303,10239
12035,2303,10239
12291,2303,10239
12291,2303,10239
11779,2047,9727
12547,2815,10751
12547,2815,10751
11779,3327,10751
11779,3327,10751
12547,3583,9983
12547,3583,9983
13571,3583,10495
14339,3583,9727
14339,3583,9727
13827,2559,9727
13827,2559,9727
13315,2559,10495
13315,2559,10495
13315,2559,10495
13571,2559,10239
13571,2559,10239
13827,2047,9983
13827,2047,9983
14339,767,9727
14339,767,9727
14339,767,9727
14595,511,10239
14595,511,10239
14339,1279,8959
14339,1279,8959
15107,1023,10239
14339,-258,9727
14339,-258,9727
14851,767,9727
14851,767,9727
13827,767,9215
13827,767,9215
13827,1023,9215
14851,1791,10239
14851,1791,10239
14339,767,9727
14339,767,9727
14851,1023,9727
14851,1023,9727
14595,767,10751
13827,767,9983
13827,767,9983
15107,-2050,11007
15107,-2050,11007
17411,-3842,12799
17411,-3842,12799
17923,-3842,13311
17923,-3842,12799
17923,-3842,12799
17923,-3074,13055
17923,-3074,13055
17155,-3330,13311
17155,-3330,13311
17155,-3330,13311
17411,-2050,12799
17411,-2050,12799
16899,-2818,13055
16899,-2818,13055
17923,-3074,13567
18435,-2306,13567
18435,-2306,13567
17155,-3330,13567
17155,-3330,13567
17667,-3074,14591
17667,-3074,14591
17923,-4098,13567
18435,-4610,13823
18435,-4610,13823
18691,-5122,14079
18691,-5122,14079
16899,-5378,14079
16899,-5378,14079
17923,-4610,13823
17667,-3586,15103
17667,-3586,15103
17155,-3842,14591
17155,-3842,14591
16899,-2562,15359
16899,-2562,15359
17923,-2562,14847
16899,-1282,15359
16899,-1282,15359
16899,-2562,14591
16899,-2562,14591
16899,-1794,14335
16899,-1794,14335
16899,-1794,14335
17411,-1282,15359
17411,-1282,15359
16643,-2050,13311
16643,-2050,13311
16387,-2050,14591
16643,511,13823
16643,511,13823
17155,-3074,14079
17155,-3074,14079
16387,-2818,13567
16387,-2818,13567
16899,-3074,14335
16643,-2562,14079
16643,-2562,14079
17155,-2050,13567
17155,-2050,13567
17155,-2818,14079
17155,-2818,14079
16899,-2306,14079
17411,-2562,14335
17411,-2562,14335
16643,-2562,13823
16643,-2562,13823
17411,-2818,13823
17411,-2818,13823
16387,-3074,14079
16643,-2050,14335
16643,-2050,14335
17411,-2818,14079
17411,-2818,14079
17155,-2050,14847
17155,-2050,14847
17155,-2050,14847
16387,-1538,14847
16387,-1538,14847
16131,-1794,14847
16131,-1794,14847
16131,-2306,14335
16131,767,13567
16643,767,13567
17155,-1282,13823
17155,-1282,13823
17155,-1538,13311
17155,-1538,13311
17155,-2050,13055
16387,-1026,13823
16387,-1026,13823
