21506,-6912,22015
23042,-6144,21759
23042,-6144,21759
23810,-6912,20479
23810,-6912,20479
20994,-6400,20479
20994,-6400,20479
20994,-6400,20479
23298,-7424,22271
23298,-7424,22271
22018,-6400,21503
22018,-6400,21503
22786,-7424,21503
22786,-7424,21503
22274,-6656,21503
21506,-6400,21503
21506,-6400,21503
22786,-8192,21247
22786,-8192,21247
22530,-6400,21759
22530,-6400,21759
22530,-6912,20991
22786,-6912,21759
22786,-6912,21759
23298,-7424,21503
23298,-7424,21503
24066,-7168,21503
24066,-7168,21503
22786,-6400,21503
23042,-7424,22271
23042,-7424,22271
22786,-6656,22015
22786,-6656,22015
22786,-8192,20991
22786,-8192,20991
23298,-6912,20991
23042,-7168,21247
23042,-7168,21247
22530,-7424,21247
22530,-7424,21247
21762,-6912,21247
21762,-6912,21247
23042,-6400,21247
22018,-5888,21759
22018,-5888,21759
21762,-6912,20991
21762,-6912,20991
22274,-7424,20479
22274,-7424,20479
22786,-6656,21759
21506,-3840,20479
21506,-3840,20479
22786,-6144,21503
22786,-6144,21503
22786,-6656,21503
22786,-6656,21503
23042,-7424,21759
23042,-7424,21759
23042,-7424,21759
22786,-6400,21759
22786,-6400,21759
22018,-7168,21759
22018,-7168,21759
23298,-7168,21503
23298,-7168,21503
23298,-7168,21503
